,filename,title,author
220,./data/tlg0019/tlg009/tlg0019.tlg009.perseus-grc2.xml,Frogs,Aristophanes
221,./data/tlg0019/tlg007/tlg0019.tlg007.perseus-grc2.xml,Lysistrata,Aristophanes
222,./data/tlg0019/tlg001/tlg0019.tlg001.perseus-grc1.xml,Acharnians,Aristophanes
223,./data/tlg0019/tlg006/tlg0019.tlg006.perseus-grc2.xml,Birds,Aristophanes
224,./data/tlg0019/tlg008/tlg0019.tlg008.perseus-grc1.xml,Thesmophoriazusae,Aristophanes
225,./data/tlg0019/tlg003/tlg0019.tlg003.perseus-grc2.xml,Clouds,Aristophanes
226,./data/tlg0019/tlg003/tlg0019.tlg003.perseus-grc1.xml,Clouds,Aristophanes
227,./data/tlg0019/tlg004/tlg0019.tlg004.perseus-grc1.xml,Wasps,Aristophanes
228,./data/tlg0019/tlg005/tlg0019.tlg005.perseus-grc1.xml,Peace,Aristophanes
229,./data/tlg0019/tlg002/tlg0019.tlg002.perseus-grc1.xml,Knights,Aristophanes
230,./data/tlg0019/tlg011/tlg0019.tlg011.perseus-grc1.xml,Plutus,Aristophanes
231,./data/tlg0019/tlg010/tlg0019.tlg010.perseus-grc1.xml,Ecclesiazusae,Aristophanes
232,./data/tlg0019/tlg010/tlg0019.tlg010.perseus-grc2.xml,Ecclesiazusae,Aristophanes
233,./data/tlg0026/tlg001/tlg0026.tlg001.perseus-grc1.xml,Against Timarchus ,Aeschines
234,./data/tlg0026/tlg003/tlg0026.tlg003.perseus-grc1.xml,"Against Ctesiphon
",Aeschines
235,./data/tlg0026/tlg002/tlg0026.tlg002.perseus-grc1.xml,The Speech on the Embassy ,Aeschines
236,./data/tlg0648/tlg001/tlg0648.tlg001.perseus-grc1.xml,Strategicus,Onasander
237,./data/tlg0028/tlg001/tlg0028.tlg001.perseus-grc1.xml,Prosecution Of The Stepmother For Poisoning ,Antiphon
238,./data/tlg0028/tlg006/tlg0028.tlg006.perseus-grc1.xml,On the Choreutes ,Antiphon
239,./data/tlg0028/tlg003/tlg0028.tlg003.perseus-grc1.xml,The Second Tetralogy: Prosecution for Accidental Homicide ,Antiphon
240,./data/tlg0028/tlg004/tlg0028.tlg004.perseus-grc1.xml,The Third Tetralogy: Prosecution for Murder Of One Who Pleads Self-Defense ,Antiphon
241,./data/tlg0028/tlg005/tlg0028.tlg005.perseus-grc1.xml,Περὶ τοῦ Ἡρῷδου φόνου ,Antiphon
242,./data/tlg0028/tlg002/tlg0028.tlg002.perseus-grc1.xml,Anonymous Prosecution for Murder ,Antiphon
243,./data/tlg0641/tlg001/tlg0641.tlg001.perseus-grc2.xml,Ephesiaca,Xenophon of Ephesus
244,./data/tlg0017/tlg009/tlg0017.tlg009.perseus-grc1.xml,On the Estate of Astyphilus ,Isaeus
245,./data/tlg0017/tlg007/tlg0017.tlg007.perseus-grc1.xml,On The Estate of Apollodorus ,Isaeus
246,./data/tlg0017/tlg001/tlg0017.tlg001.perseus-grc1.xml,On The Estate of Cleonymus ,Isaeus
247,./data/tlg0017/tlg006/tlg0017.tlg006.perseus-grc1.xml,On the Estate of Philoctemon ,Isaeus
248,./data/tlg0017/tlg008/tlg0017.tlg008.perseus-grc1.xml,"On The Estate of Ciron
",Isaeus
249,./data/tlg0017/tlg012/tlg0017.tlg012.perseus-grc1.xml,On Behalf of Euphiletus ,Isaeus
250,./data/tlg0017/tlg003/tlg0017.tlg003.perseus-grc1.xml,On The Estate Of Pyrrhus ,Isaeus
251,./data/tlg0017/tlg004/tlg0017.tlg004.perseus-grc1.xml,On the Estate of Nicostratus ,Isaeus
